ilunpetsu,"izond. oscuro, -a; tenebroso, -a; cubierto de tinieblas"
iluntasun,oscuridad
iluntsu,"izond. oscuro, -a, sombrío, -a; tenebroso, -a"
iluntze,"iz. atardecer, anochecer, anochecida"
iluntzero,"adb. cada atardecer/anochecer, todos los atardeceres/anocheceres"
ilunzale,izond. amante de la oscuridad
ilusimendu,iz. (Ipar.) ilusión
ilusionagarri,izond. ilusionante
imajinaezin,inimaginable; imposible de imaginar
imajinagarri,izond. imaginable [que se puede crear en la imaginación]
imantze,iz. imantación
iminerdi,iz. (B) medio cuartal [medida de grano]
imintzio,"1  iz. gesto, mueca, gesticulación; ademán // 2  iz. artilugio, invención; trasto"
imitaezin,inimitable
imitagarri,izond. imitable
"imitatu, imita, imitatzen","du ad. imitar, remedar"
immaterialtasun,iz. inmaterialidad
imurtxi egin,"1 pellizcar // 2 (hed.) picar; coger una pizca // 3 (hed.) sisar // 4 (hed.) remorder, inquietar; atormentar"
imurtxikada,iz. pellizco
in vitro ernalketa,(Biol.) fecundación in vitro
inarrosaldi,"iz. (Ipar.) sacudida; tunda, zurra, paliza"
inaugurazio,iz. inauguración
inaurkin,"iz. material con que se hace la cama del ganado (hojarasca, hierba, helecho...)"
inausaldi,iz. poda
inausketa,iz. poda
inbertitzaile,"iz. inversor, -a, inversionista"
inbertsore,"iz. (Elektr.) (Teknol.) inversor, ondulador"
inbestidura,iz. investidura
inbestimendu,iz. (Ekon.) inversión
inbestitzaile,"iz. inversor, -a; inversionista"
inbestitze,iz. (Ekon.) inversión
inbidia,envidia
inbidiagarri,izond. (batez ere herr.) envidiable
inbidiatsu,"iz./izond. (batez ere herr.) envidioso, -a"
indar egin,"1 esforzarse, empeñarse // 2 (-i) resistir, hacer frente"
indar elektroeragile,(Elektr.) fuerza electromotriz
indar magnetoeragile,(Elektr.) fuerza magnetomotriz
"indarberritu, indarberri(tu), indarberritzen","da/du ad. recobrar fuerzas; hacer recobrar las fuerzas; recuperarse, restablecerse, reanimarse; reforzar(se)"
indarbide,"iz. remedio, reconstituyente"
indardun,"1 adj. fuerte // 2 adj. válido, -a; vigente"
indargabe,"1  izond. sin fuerza, débil, flojo, -a // 2  izond. sin validez, no válido"
indargabetasun,iz. debilidad; flojedad
"indargabetu, indargabe(tu), indargabetzen","1  da/du ad. debilitar(se), quedarse sin fuerzas; dejar sin fuerzas // 2  da/du ad. amortiguar, atenuar // 3  da/du ad. (Zuz.) derogar; abrogar, abolir; resolver // 4  da/du ad. (Fis.) atenuar"
indargabetze,iz. (Zuz.) derogación
indargabetze(ko) xedapen,(Zuz.) disposición derogatoria
indarkeria,iz. violencia
indarketa,1 iz. [indar egitea] fuerza; refuerzo; reforzamiento // 2 iz. [tirabira] disputa; forcejeo
indarraldi,"1 iz. esfuerzo; arranque; ímpetu, impulso // 2 iz. (período de) vigencia"
indarrez,"1 por la fuerza, a la fuerza; forzosamente, violentamente // 2 con fuerza; vigoroso, -a; robusto, -a; enérgico, -a; fuerte"
indarrez ekarri ninduten,me trajeron a la fuerza
indartsu,"izond. fuerte, forzudo, -a; que tiene mucha fuerza"
independentziazale,iz./izond. (Pol.) independentista
independiente,independiente
indi gaztainondo,iz. (Bot.) castaño de Indias (Aesculus hippocastanum)
indiar errinozero,(Zool.) rinoceronte indio (Rhinoceros unicornis)
indibidualtasun,iz. individualismo
indigaztainondo,iz. (Bot.) castaño de Indias (Aesculus hippocastanum)
indipikondo,"iz. (Bot.) chumbera, higuera chumba, higuera de pala/tuna (Opuntia ficus-indica)"
indusketa,iz. (Arkeol.) excavación
industria enpresari,"empresario, -a industrial"
industria-eraikin,edificio industrial
industrialari,iz. industrial [persona]
industrialde,"iz. polígono industrial, zona industrial, polo de desarrollo"
"industrializatu, industrializa, industrializatzen",industrializar(se)
"induzitu, induzi, induzitzen",1  du ad. (Fis.) inducir // 2  du ad. (Log.) inducir
infantzoi abarkadun,"(Hist.) infanzón de abarca, infanzón labrador"
infektokutsakor,"izond. (Med.) infectocontagioso, -a"
infernu,infierno
"infernuratu, infernura(tu), infernuratzen","(Erl.) condenar(se), ir al infierno"
infernutar,adj. infernal; del infierno
infinitu,"1  izond. infinito, -a // 2  iz. (Mat.) infinito"
informaltasun,iz. informalidad
informazio sentikor,[datu konfidentzialak] información sensible
ingurabide,"iz. (carretera de) circunvalación, cinturón; variante, ronda"
inguraketa,"1 iz. ronda, rodeo // 2 iz. (Itsas.) cerco"
inguraldi,"iz. rodeo, vuelta alrededor"
inguramendu,iz. medio (ambiente)
inguratu,acercarse
"inguratu, ingura, inguratzen","1  du ad. rodear, cercar // 2  du ad. rodear; bordear, andar alrededor de, dar la vuelta a // 3  du ad. recorrer; viajar por // 4  du ad. (hed.) conseguir, obtener, hacerse con; procurarse // 5  du ad. (Pint.) contornear, contornar // 6  du ad. (Teknol.) contornear, contornar // 7  da ad. acercarse, aproximarse; arrimarse // 8  da/du ad. envolver; cubrir"
inguru,"1  iz. (batez ere pl.) entorno; alrededores, cercanías, inmediaciones; tierra, lugar // 2  iz. (leku-denborazko kasu-atzizkiez; postposizioa osa dezake, dagokion izen-sintagmak -en kasu-atzizkia hartzen duela; delako sintagmako izenak zerbait bizigabea adierazten badu eta atzean adjektiborik ez badu, -en atzizkia eta mugatzailea gal ditzake) entorno, contorno; alrededor // 3  iz. vuelta // 4  iz. rodeo, desvío // 5  iz. (Hizkl.) contorno // 6  postp. [denborari buruz] hacia, por, sobre, cerca de, a eso de, en torno a // 7  postp. (zenbaki baten osagarri) más o menos, aproximadamente, cerca de"
inguru-inguru,"alrededor (de), en torno a"
inguru-minguru,vuelta; rodeo // alrededor; entorno // dando vueltas; dando rodeos
inguruabar,iz. (Zuz.) circunstancia
ingurugiro,"1  iz. ambiente, entorno, medio // 2  iz. (Ekol.) (sing.) medio ambiente"
ingurukeria,iz. rodeo; tapujo; triquiñuela
ingurumen,"1  iz. alrededores, afueras, cercanías // 2  iz. (Ekol.) (sing.) medio ambiente"
ingurune,"1  iz. alrededor; contorno, cercanías, afueras // 2  iz. entorno, medio, contexto // 3  iz. (Ekol.) (sing.) medio ambiente, ambiente // 4  iz. (Biol.) (Fis.) (Kim.) medio // 5  iz. (Mat.) entorno"
ingurutsu,"1 izond. tortuoso, -a; lleno de recodos // 2 izond. tortuoso, -a; solapado, -a; fingido, -a [persona]"
inhalagailu,iz. inhalador
iniziazio-bidaia,viaje iniciático
iniziazio-erritu,rito de iniciación
inkakor,"izond. pegajoso, -a; pegadizo, -a"
inkesta egin,encuestar
inkestagile,"iz. encuestador, -a"
inklinazio,"1  iz. declive, pendiente, inclinación // 2  iz. (Astron.) (Geogr.) inclinación"
inkubagailu,1 iz. (Nekaz.) incubadora // 2 iz. (Med.) incubadora
inoiz edo behin,alguna que otra vez
inoizko,"de alguna vez, de algún día, de hace tiempo"
inor bazterrean gera ez dadin.,para que nadie se quede al margen.
Inor ezin da atzean utzi,Nadie se puede dejar atrás
inorarik gabe,sin rumbo (fijo)
inoren loturarik gabe,sin ataduras de nadie
inoren soinuan dantza egin,bailar (uno) al son que le tocan
inozentekeria,"iz. (herr.) simpleza, necedad, bobada"
inozo,"tonto, -a; necio, -a"
inozokeria,"iz. simpleza, necedad, bobada"
inozotasun,"1 iz. cortedad, simplicidad // 2 iz. ingenuidad, candidez"
inpartzialtasun,iz. imparcialidad
inpertsonaltasun,iz. impersonalidad
inplikatu,"3  iz./izond. implicado, -a"
"inplikatu, inplika, inplikatzen","1  du ad. (Log.) (Mat.) implicar // 2  da ad. (Heg.) implicarse, comprometerse, involucrarse"
inposaketa,"iz. imposición; exigencia, obligación"
inprimagailu,iz. (Inform.) impresora
inprimaketa,iz. impresión [acción y efecto de imprimir]
inprimategi,iz. imprenta [taller]
inprimatze,"1  iz. (Art. Graf.) [artea, jarduera] imprenta"
inpultsibotasun,iz. impulsividad
"inskribatu, inskriba, inskribatzen",1  du ad. inscribir // 2  du ad. (Mat.) inscribir
insomniodun,adj./iz. (Med.) insomne
inspektoreorde,"iz. subinspector, -a [de policía]"
instruktore,"iz./izond. (Zuz.) instructor, -a"
instrukzioko epaitegi,(Zuz.) juzgado de instrucción
instrumentugile,iz. instrumentista [fabricante de instrumentos]
interes-talde,"grupo de interés, parte interesada"
interesatu,"1  izond. interesado, -a, que tiene interés // 2  izond. interesado, -a, que busca su propio interés"
"interesatu, interesa, interesatzen",zaio ad. interesar
interesdun,"adj./iz. interesado, -a"
interesgarri,interesante
intergenero,iz. intergénero
interpelaziogile,iz. (Zuz.) interpelante
"interpretatu, interpreta, interpretatzen","1  du ad. interpretar; dar sentido, explicar // 2  du ad. [ahoz itzuli] interpretar // 3  du ad. (Inform.) interpretar // 4  du ad. (Mus.) [musika-lana jo] interpretar"
intsentsu,iz. incienso
intsuldaketa,iz. (Fin.) traspaso
intxaurdi,"iz. nocedal, nogueral, bosque de nogales"
intxaurrondo,iz. (Bot.) nogal (común) (Juglans regia)
intxaurtze,iz. (Ipar.) nogal
intziri egin,"gemir, sollozar; suspirar"
inurridura,iz. hormigueo
inurritegi,iz. hormiguero
ionizagailu,iz. ionizador
ipar-ekialde,iz. nordeste
ipar-mendebalde,iz. noroeste
ipar-sartalde,iz. noroeste
ipar-sortalde,iz. noreste
iparburu,"Polo Norte, polo ártico"
iparralde,"norte, parte norte"
Iparraldeko euskal herritar,"vascofrancés, -esa"
iparraldetar,"adj./iz. norteño, -a; nórdico, -a; del norte"
ipartar,"adj./iz. norteño, -a; nórdico, -a; del norte"
ipuin,"cuento, fábula, relato"
ipuin harrigarriak bezala(koa),como los cuentos fantásticos
ipuinberri,novela
ipuingile,"iz. cuentista, escritor, -a de cuentos"
ipuingintza,"cuentística, redacción de cuentos"
ipuinlari,"iz. fabulista, cuentista, escritor, -a de cuentos"
ipuinzale,izond. aficionado a los cuentos
ipurdi,"1 iz. culo, nalgas, trasero // 2 iz. fondo, base, culo // 3 iz. pie [de árbol]; cepa, tocón // 4 iz. culote // 5 iz. [armarena] culata"
ipurdi zikin,juego de cartas que consiste en formar pares y desechar esas cartas; tiene como objetivo quedarse sin ninguna carta en la mano
ipurdikada,"iz. culada, golpe con el culo"
ipurkada,iz. culada
ipurkonkor,"iz. rabadilla, curcusilla"
ipurtalde,iz. (parte de las) nalgas; (parte del) culo (col.)
ipurtandi,"iz./izond. culón, -ona"
ipurtondo,iz. culata [de un arma de fuego]
ira(ga)zkor,"izond. permeable, filtrable"
"irabazi, irabaz, irabazten","1  du ad. ganar, vencer, triunfar // 2  du ad. ganar, cobrar // 3  du ad. alcanzar, lograr, conseguir // 4  du ad. ganarse, adueñarse, apoderarse // 5  du ad. conquistar, dominar // 6  du ad. [batez ere pertsona, animalia eta landareei buruz] crecer, mejorar, ganar peso"
irabazkin,"iz. interés, ganancia, beneficio"
irabazle,"ganador, -a; vencedor, -a"
irabiagailu,iz. batidora
irabiaketa,"1 iz. vuelco, giro // 2 iz. (Kim.) agitación"
iradokizun,"iz. sugerencia, indicación"
"iragan, iragan, iragaten",pasar; seguir // iz. pasado
iraganaldi,1  iz. pasado
iraganaldi burutugabe,(Hizkl.) pretérito imperfecto
iraganari begira,mirando al pasado
iraganbide,"iz. pasaje, tránsito, (camino de) paso"
iraganezin,intransitable
iragangaitz,"izond. (Hizkl.) intransitivo, -a"
iragangaiztasun,iz. (Hizkl.) intransitividad
iragankor,"1  izond. efímero, -a; pasajero, -a; perecedero, -a // 2  izond. [administrazioan] transitorio, -a // 3  izond. (Hizkl.) transitivo, -a // 4  izond. (Mat.) [multzoen teorian] transitivo, -a // 5  iz. (Fis.) transitorio"
iragankortasun,"1 iz. fugacidad, transitoriedad // 2 iz. (Hizkl.) transitividad"
iragarki,anuncio
iragarki-tarte,corte publicitario
iragarkizun,"iz. profecía, presagio, augurio"
iragarmen,iz. don de profecía
iragarpen,"1  iz. anuncio // 2  iz. pronóstico, predicción"
iragarrezin,impredecible
"iragarri, iragar, iragartzen","1  du ad. anunciar, notificar, comunicar // 2  du ad. presagiar, adivinar, pronosticar, predecir // 3  du ad. [produktuak] anunciar"
iragazkaitz,Ik. ira(ga)zgaitz
iragazketa,"iz. filtración, infiltración"
iragazpen,"1  iz. filtrado, filtración, infiltración // 2  iz. (Kim.) filtración"
iragaztezin,"impermeable, no permeable"
iragaztezintasun,iz. impermeabilidad
irain,"iz. injuria, insulto, ofensa"
irain egin,"insultar, injuriar, ofender"
"iraindu, irain(du), iraintzen","du ad. insultar, injuriar"
iraingarri,"izond. insultante, injurioso, -a, ofensivo, -a, injuriante; difamatorio, -a, infamante; agraviante"
irainka,"adb. injuriando, insultando"
iraintsu,"izond. insultante, injurioso, -a, ofensivo, -a"
iraintzaile,"iz./izond. injuriador, -a, ofensor, -a"
"irainztatu, irainzta, irainztatzen","du ad. insultar, injuriar"
iraizketa,1 iz. excreción // 2 iz. (Biol.) excreción
iraizkin,iz. (Biol.) excremento
iraizpen,iz. despido [del trabajo]
irakasbide,iz. modo de enseñar; método de enseñanza
irakasgai,"iz. asignatura, materia; tema"
irakaskizun,"iz. enseñanza, lección"
irakaskuntza,iz. enseñanza
irakaskuntza ertain,enseñanza media
irakaskuntza publiko,enseñanza pública
irakasle-ikasketak,(estudios de) magisterio
irakaspen,"iz. enseñanza, lección; magisterio"
irakastaldi,iz. curso; cursillo
irakastegi,"1  iz. púlpito, sugesto // 2  iz. centro de enseñanza"
irakastoki,"iz. púlpito, sugesto"
irakatsi,"iz. enseñanza, lección"
"irakatsi, irakats, irakasten","1  du ad. enseñar, instruir; inculcar // 2  du ad. amaestrar, adiestrar // 3  du ad. anunciar, dar a conocer"
irakidura,"1 iz. hervor, ebullición // 2 iz. (hed.) cólera, enojo"
irakin,"1  iz. hervor, ebullición // 2  iz. fermentación // 3  iz. irritación // 4  izond. hirviente, hirviendo, hervido"
"irakin, irakin, irakiten","1  du ad. (nor kasurik gabe) hervir, bullir // 2  du ad. (nor kasurik gabe) [edariak] fermentar // 3  du ad. arder en cólera, enfadarse, enojarse, irritarse"
irakinaldi,"1 iz. hervor, ebullición // 2 iz. fermentación // 3 iz. cólera, irritación, enfado"
irakurbide,iz. (Hezk.) método de enseñanza de la lectura
irakurburu, título
irakurgai,"1 iz. lectura, texto // 2 iz. capítulo, lección // 3 iz. (Erl.) lectura"
irakurgailu,"1 iz. [erreproduzitzailea] reproductor // 2 iz. [irakurtzeko tresna] lector, lector de libros electrónicos // 3 iz. (Inform.) lector"
irakurgaitz,"izond. ilegible, difícil de leer"
irakurgarritasun,iz. legibilidad
irakurketa,iz. lectura
irakurkizun,"1  iz. escrito, texto // 2  iz. lección, capítulo // 3  iz. (Erl.) lectura"
irakurmen,iz. (Pedag.) comprensión escrita/lectora; lectura [destreza]
irakurpen,iz. lectura
irakurraldi,iz. lectura; rato de lectura
irakurterraz,"izond. fácil de leer, de fácil lectura; legible"
irakurtezin,"ilegible, difícil de leer"
irakurzale,"izond. aficionado, -a a la lectura"
irakurzaletasun,iz. afición a la lectura
irakuzketa,iz. enjuague
iraleku,iz. helechal
iraoketa,iz. (Teknol.) revenido
irarketa,"iz. impresión, estampación"
irasagarrondo,iz. (Bot.) membrillo (Cydonia oblonga)
iratxo,duende
iratzargailu,1 iz. (Ipar.) excitante // 2 iz. [erlojua] despertador
iratzarri,"izond. despierto, -a; vivo, -a; despejado, -a"
"iratzarri, iratzar, iratzartzen","1  da/du ad. despertar(se) // 2  da/du ad. (hed.) estimular, incitar, suscitar"
iratze,iz. (Bot.) helecho
iratzeketa,1 iz. recolección de helecho // 2 iz. montón/cantidad de helecho
iraulaldi,"1  iz. vuelco; volteo // 2  iz. labor, arada"
iraulde,"iz. (Ipar.) labranza, cultivo"
iraulden,"arando, labrando"
"irauli, iraul, iraultzen","1  da/du ad. volcar // 2  du ad. voltear // 3  du ad. [lurra] arar, labrar // 5  du ad. revolver, desordenar"
iraulka,adb. revolcándose
"iraulkatu, iraulka(tu), iraulkatzen","1  da ad. revolcarse // 2  du ad. trasegar, transvasar"
iraulketa,"1  iz. vuelco; volteo // 2  iz. arada, labor // 3  iz. (Inform.) volcado"
iraultza,"1  iz. revolución, subversión; innovación // 2  iz. vuelco"
iraultzaile,"1  iz./izond. revolucionario, -a // 2  iz./izond. labrador, -a, arador, -a"
iraultzakontrako,"iz./izlag. contrarrevolucionario, -a"
"iraun, iraun, irauten","1  du ad. permanecer, seguir // 2  du ad. perdurar, persistir; subsistir // 3  du ad. aguantar, resistir, sufrir, soportar"
iraunaldi,iz. duración
"iraunarazi, iraunaraz, iraunarazten","dio ad./ du ad. mantener, conservar; perpetuar"
iraungaitz,"izond. perecedero, -a, caduco, -a, fugaz, pasajero, -a, efímero, -a"
iraungarri,"1  izond. duradero, -a; perdurable // 2  iz. lo que hace durar o perseverar"
"iraungi, iraungi, iraungitzen","1  da/du ad. [sua, argia] apagar, extinguir // 2  da/du ad. morir; acabar, terminar // 3  da/du ad. caducar"
iraungidura,"iz. (Ipar.) agotamiento, debilidad"
iraungiezin,inextinguible
iraungigaitz,izond. inextinguible
iraungikor,"izond. efímero, -a; extinguible"
iraungikortasun,iz. cualidad de efímero/extinguible; caducidad
iraungipen,"1  iz. caducidad, extinción // 2  iz. (Zin.) fundido"
iraunkor,"1  izond. duradero, -a, durable; constante, persistente; perenne // 2  izond. permanente // 3  izond. (Bot.) perenne // 4  izond. (Ekol.) [substantzia, kutsatzailea] persistente // 5  izond. (Ekol.) (Ekon.) [jarduera] sostenible"
iraunkorki,"adb. permanentemente, duraderamente"
iraunkorkiro,"adb. permanentemente, duraderamente"
iraunkortasun,"durabilidad, perdurabilidad; constancia, persistencia, perennidad"
irauntsi,"iz. discurso, conversación"
irauntza,iz. perseverancia
iraupen,"1  iz. [irautea] duración, conservación, resistencia // 2  iz. [irauten den denbora] duración // 3  iz. paciencia // 4  iz. (Kir.) fondo"
iraupentsu,"izond. duradero, -a; constante, persistente"
irazgaiztasun,☞ ira(ga)zgaiztasun
"irazi, iraz, irazten","1  du ad. (Ipar.) (zah.) abrir // 2  du ad. (B) [dirua] (zah.) gastar //  du ad. [bereziki, iragazkitik igaroarazi] colar, filtrar"
irazkortasun,☞ ira(ga)zkortasun
ireki,"1  iz. abertura // 2  izond. abierto, -a // 3  izond. [pertsona] abierto, -a; comprensivo, -a; tolerante // 4  izond. (Hizkl.) abierto, -a"
"ireki, ireki, irekitzen",du ad. abrir
irekialdi,iz. vez que se abre algo; apertura
irekidura,"1 iz. abertura // 2 iz. (Arg.) (Hizkl.) abertura, apertura"
irekiera,iz. inauguración
Irekiera hitzaldian,En el discurso de apertura
irekierraz,izond. abrefácil
irekigailu,iz. abridor
irekitasun,iz. apertura
irendugabe,"izond. cojudo, -a"
irensketa,"iz. ingestión, deglución"
irentsi,tragar
"irentsi, irents, irensten","1  du ad. tragar(se) // 2  du ad. (hed.) tragar(se), comer(se) // 3  du ad. (hed.) tragar(se), creer(se) // 4  du ad. (hed.) tragar(se) // 5  du ad. (hed.) tragar(se) // 6  du ad. (hed.) integrar"
iringile,"iz./izond. harinero, -a, moledor, -a de harina"
irintsu,"izond. harinoso, -a"
"irion, irion, irioten","1  du ad. (zah.) hacer ir, conducir // 2  du ad. gastar, prodigar, disipar"
irisgarri,izond. accesible; alcanzable
irisgarritasun,1  iz. accesibilidad // 2  iz. (Inform.) accesibilidad
irismen,1  iz. alcance // 2  iz. (Aeron.) radio de acción
irispide,"1  iz. alcance, capacidad"
iritsezin,"inalcanzable, inaccesible"
"iritsi, irits, iristen","1  da ad. llegar; alcanzar // 2  da ad. dar abasto // 3  du ad. conseguir, lograr, acceder // 4  du ad. alcanzar, pillar"
iritzi-emaile,"persona que opina; tertuliano, -a"
"iritzi, iritz(i), irizten","1  dio ad. opinar, parecer // 2  dio ad. llamarse, denominarse; decírsele"
irizkide,iz. de la misma opinión
irizkidetasun,iz. afinidad de opiniones
irizpen,"iz. valoración, dictamen, informe"
irizpide,iz. criterio
irizpidezkotasun,(Zuz.) discrecionalidad
irlatar,"adj./iz. isleño, -a"
irmo,"firme; sólido, -a"
irmokeria,iz. intransigencia
irmoki,adb. firmemente; categóricamente
irmotasun,"firmeza, solidez"
irrati-balizaketa,iz. radiobalizamiento
irrati-faro,iz. radiofaro
irrati-maiztasun,iz. radiofrecuencia
irratizale,"iz. radioaficionado, -a"
irratizaletasun,iz. radioafición
irrazionaltasun,iz. irracionalidad
irrealtasun,iz. irrealidad
irregulartasun,iz. irregularidad
irri,risa; sonrisa
irri egin,"reír(se) // [norbaiti, zerbaitez] reírse de, burlarse de, cachondearse de"
irri murritz,sonrisa
irribarre,sonrisa
irribarre egin,sonreír
irribarretsu,izond. sonriente
irribera,"izond. risueño, -a; sonriente"
irribide,iz. motivo u ocasión de risa
irrigai,"izond. risible, ridículo, -a, irrisorio, -a"
irrigarrikeria,"iz. ridiculez, payasada, bufonada"
irrika,ansia
irrikaitz,iz. (Ipar.) sonrisa sarcástica/maliciosa
irrikatsu,"izond. anhelante, deseoso, -a"
irrikor,"izond. risueño, -a; sonriente"
irrikortasun,"iz. jocosidad, alegría"
irrilari,"izond. burlón, -a; chistoso, -a"
irrinarte,iz. aspillera
irrintzi egin,"1 relinchar // 2 lanzar un irrintzi // 3 chirriar, rechinar"
irrintzilari,"1 iz./izond. relinchador, -a // 2 iz./izond. persona que lanza un irrintzi // 3 iz./izond. chirriador, -a; rechinador, -a"
irriño,sonrisa
irrist egin,"resbalar(se), deslizar(se)"
irristagaitz,izond. antideslizante
irristaketa,"iz. deslizamiento, patinaje"
irristakor,"1  izond. resbaladizo, -a, resbaloso, -a // 2  izond. escurridizo, -a // 3  izond. (hed.) resbaladizo, -a; lúbrico, -a"
irristakortasun,"iz. condición o estado de resbaladizo, -a"
irristalari,"iz./izond. patinador, -a"
irristaldi,"iz. resbalón, desliz"
irristatu,resbalar(se)
"irristatu, irrista, irristatzen","1  da ad. resbalar(se), deslizar(se); escurrirse; patinar // 2  da ad. (hed.) tener/cometer un desliz"
irristatze,"1  iz. resbalón, desliz; deslizamiento"
irrits,"1  iz. deseo, anhelo, ansia; pasión // 2  iz. deseo (sexual), apetito sexual; apetito carnal, concupiscencia"
irritsu,"izond. sonriente, risueño, -a // 1 izond. deseoso, -a, anhelante, ansioso, -a; apasionado, -a // 2 izond. lascivo, -a, lujurioso, -a, concupiscente"
irriz zapart egin,caerse/desternillarse/estallar/mondarse/morirse/partirse de risa; troncharse (de risa); reír(se) a mandíbula batiente
irrizale,"izond. reidor, -a"
irrizkin,"izond. gorrón, -ona; oportunista"
irtenaldi,iz. salida; excursión
irtenbide,"1  iz. salida // 2  iz. salida, solución"
irudi,"1 iz. imagen; figura; ilustración // 2 iz. [begirunea] imagen // 3 iz. (Fis.) figura, imagen // 4 iz. (Koreogr.) figura // 5 iz. (Lit.) Ik. figura // 6 iz. (Mat.) figura // 7 iz. (Mat.) imagen // du ad. parecer"
irudia egin,"aparentar, simular"
"irudiarazi, irudiaraz, irudiarazten",da/du ad. (Ipar.) hacer creer
irudidun,"adj. ilustrado, -a, con imágenes"
irudigai,iz. imagen
irudigile,1 iz. dibujante // 2 iz. (zah.) actor/actriz de teatro
irudikapen,1  iz. representación (gráfica) // 2  iz. (Hizkl.) representación // 3  iz. (Mat.) representación (gráfica) // 4  iz. (Fil.) (Psikol.) representación
"irudikatu, irudika, irudikatzen","1  du ad. representar, simbolizar // 2  du ad. imaginar, concebir"
irudikatze,1  iz. [irudikapena] representación (gráfica)
irudikeria,"iz. ilusión, espejismo, quimera"
irudikor,"1  izond. suspicaz; desconfiado, -a; receloso, -a // 2  izond. imaginativo, -a"
irudikortasun,"iz. susceptibilidad, irritabilidad; suspicacia, desconfianza"
irudikortsu,"izond. muy desconfiado, -a; receloso, -a"
irudimen,"iz. imaginación, facultad imaginativa"
irudimentsu,"izond. imaginativo, -a"
irudipen,"1  iz. ilusión, figuración, imaginación // 2  iz. sospecha, recelo"
irudipenak egin,"aparentar, simular, fingir"
iruditegi,"iz. escenario, escena"
iruditu,"1  iz. fantasía, imaginación // 2  iz. recelo, sospecha, desconfianza"
"iruditu, irudi(tu), iruditzen","1  zaio ad. parecer, creer // 2  du ad. representar, simbolizar // 3  du ad. imaginar, concebir"
iruditxo,imagen pequeña
irun,hilar
irunaldi,iz. tiempo empleado en hilar
irusako egin,"engañar, defraudar"
iruzkin,"1  iz. comentario // 2  iz. (Hizkl.) comentario, comento // 3  iz. (Hizkl.) (Lit.) [testuarena] comentario"
"iruzkindu, iruzkin(du), iruzkintzen","du ad. comentar, hacer un comentario"
iruzkingile,"iz. comentarista, comentador, -a"
iruzur,"1  iz. engaño, fraude, estafa; trampa // 2  iz. (Zuz.) fraude"
iruzur egin,"1 engañar, hacer trampas // 2 (Zuz.) defraudar"
iruzurgile,"1 iz./izond. impostor, -a, tramposo, -a // 2 iz./izond. defraudador, -a"
iruzurkeria,"1  iz. engaño // 2  iz. fraudulencia, fraude"
iruzurti,"1  izond. impostor, -a; tramposo, -a // 2  izond. defraudador, -a"
isats,cola de animales
isats arantzadun,(Bot.) retama espinosa (Calicotome spinosa)
isatsdun,"adj. con cola, con rabo"
isatsgabe,"izond. sin cola, sin rabo"
iseka egin,"burlarse, mofarse de"
isekatsu,izond. con burla
isil-gorde,"secreto, arcano"
isil-hizketa,"monólogo, soliloquio"
isilaldi,"iz. (momento de) silencio, pausa"
"isildu, isil(du), isiltzen",1  da/du ad. callar(se) // 2  da/du ad. (hed.) terminar(se)
isilgailu,1 iz. silenciador // 2 iz. (Mus.) [pianoarena] apagador
isilkor,"izond. callado, -a, reticente; taciturno, -a"
isilpean,en secreto
isilpeko,"secreto, -a"
isiltasun,iz. silencio
isiltasuna ez urratzeko,para no romper el silencio
isilune,"silencio, rato de silencio"
iskanbila,"iz. jaleo, estrépito, bulla, bullicio, alboroto; barullo, confusión"
iskanbilatsu,"izond. bullicioso, -a, estrepitoso, -a; escandaloso, -a; estruendoso, -a; ruidoso, -a"
"iskanbilatu, iskanbila(tu), iskanbilatzen","da/du ad. alborotar, escandalizar, turbar"
iskiludun,"adj. armado, -a"
iskilugile,iz. armero [fabricante de armas]
iskin,"iz. (Kir.) finta, quiebro"
iskin egin,"1 huir, escaparse, dar el esquinazo; eludir, escurrir el bulto // 2 (Kir.) fintar, hacer una finta, hacer un quiebro"
iskintxo egin,"1 huir, escaparse, dar el esquinazo; eludir, escurrir el bulto // 2 (Kir.) fintar, hacer una finta, hacer un quiebro"
isla,iz. isla // 1  iz. reflejo
islagailu,iz. reflector; reflectante
islapen,iz. (Fis.) reflexión
islatze,iz. (Fis.) reflexión
isobaro,"iz./izond. (Fis.) isóbaro, -a"
isolagailu,"iz. (Elektr.) (Eraik.) aislante, aislador"
isolamendu,1 iz. aislamiento // 2 iz. (Fis.) aislamiento // 3 iz. (Kim.) aislamiento
isomero,"izond. (Kim.) isómero, -a"
ispilatze,iz. (Fis.) espejismo
ispilu,"espejo // modelo, norma, pauta"
istantean,"inmediatamente, al instante"
istiltsu,"izond. fangoso, -a; lodoso, -a; barroso, -a; cenagoso, -a"
istilu,"alboroto, jaleo, estrépito, bulla, jarana // embrollo, enredo, lío, incidente, follón"
istilutsu,"izond. alborotador, -a, estrepitoso, -a, ruidoso, -a, turbulento, -a"
istingadi,"iz. cenagal, pantanal"
istorio,"historia, historieta, narración"
istoriolari,"iz. cuentista; narrador, -a"
isun,multa
isuraldaketa,iz. transfusión
isurbera,"izond. fluido, -a; líquido, -a; corriente"
isurbide,1 iz. (Metal.) bebedero // 2 iz. conducto de secreción; desagüe; alcantarilla // 3 iz. (Teknol.) piquera
